SEX,CURICULUM,LOCAL_CAPITAL,PREV_DEGREE,GPA,RELIGION,FUND,CUM_GPA,COUNT_TERM,PARENTS_INCOME,PARENTS_MARRIED,DROPOUT
0,0,1,2,3.48,0,1,3.38,7,32000,1,1
0,0,1,0,2.9,0,0,2.37,8,27500,1,1
0,0,0,0,3.31,1,0,2.87,7,68499,3,1
0,0,1,0,2.77,1,0,2.87,8,30000,1,1
1,0,1,2,2.64,0,0,2.45,8,9000,2,1
1,0,1,0,3.74,0,0,3.16,8,30000,1,1
1,0,1,0,3.68,0,0,2.95,8,65000,1,1
0,0,1,2,3.41,0,0,2.39,9,30000,1,1
0,0,1,2,3.73,0,0,3.1,2,30000,1,0
1,1,1,2,2.77,0,0,2.79,8,17500,1,1
1,1,1,0,3.03,0,0,2.59,9,14000,1,1
0,1,1,0,3.2,1,0,2.44,9,40000,1,1
0,1,0,0,2.71,0,0,3.28,7,13500,1,1
0,1,0,0,2.53,1,0,2.43,8,4000,1,1
1,1,1,0,3.42,0,0,2.82,8,25000,1,1
1,0,1,0,3.61,0,1,2.96,2,6745,1,0
1,0,1,0,2.89,0,0,3.43,9,23520,1,1
1,0,1,0,3.2,0,0,2.52,8,15000,1,1
0,0,1,0,2.89,0,0,2.86,9,10000,1,1
0,0,0,0,2.78,0,0,3.25,9,37500,1,1
1,0,0,0,3.33,1,0,2.41,9,7000,1,1
1,0,0,0,2.8,0,0,2.29,9,60000,1,1
1,0,1,0,3.35,0,1,3.18,8,3500,1,1
0,0,0,0,3.3,0,0,3.51,9,8220,1,1
1,0,1,0,3.45,0,0,3.84,8,20000,1,1
0,0,1,0,3.52,0,0,2.92,9,13000,1,1
0,0,1,0,2.84,1,0,2.42,9,21500,1,1
1,0,1,0,3.57,0,0,2.88,9,10000,1,1
0,0,1,0,2.36,1,0,2.42,10,17500,1,1
1,0,1,0,3.55,0,0,2.6,9,4500,3,1
1,0,0,0,2.04,0,0,2.9,9,13500,1,1
1,0,1,0,3.32,0,0,2.25,11,10000,1,1
1,0,0,0,3.47,0,0,2.43,10,3500,2,1
0,0,1,0,3.04,0,0,3.21,8,42500,1,1
0,0,1,0,2.76,0,0,2.39,9,25000,1,1
1,1,0,0,2.83,0,0,3.47,10,10000,1,1
1,1,0,0,2.37,0,0,2.69,9,20500,2,1
1,1,0,0,2.48,0,0,2.7,10,22500,1,1
0,1,0,0,2.47,0,0,2.24,10,25000,0,1
1,1,0,0,2.65,0,0,2.31,9,3250,1,1
0,1,1,0,2.15,0,0,2.29,13,22000,1,1
0,1,0,0,2.37,0,0,0,2,80000,1,0
1,1,0,0,2.41,0,0,2.53,11,35000,1,1
1,1,1,0,2.61,0,0,2.61,10,6000,1,1
1,1,0,0,2.63,0,0,2.39,11,5000,1,1
1,1,1,0,2.67,1,0,2.17,10,15000,1,1
1,1,1,2,2.97,0,0,2.97,9,15000,1,1
0,0,0,0,3,0,0,2.54,10,32500,1,1
0,0,1,0,2.74,0,0,2.55,10,55000,1,1
1,0,1,2,3.21,0,0,2.78,9,15000,1,1
0,0,1,0,3.49,0,0,3.66,8,30000,1,1
1,0,1,0,3.3,0,0,2.7,9,6500,1,1
1,0,0,0,3.14,0,0,3.21,8,35000,1,1
1,0,1,0,3.14,0,0,3.1,8,10500,1,1
1,0,0,0,3.56,0,0,3.37,8,3000,1,1
1,0,1,0,3.46,1,0,2.38,9,15000,1,1
0,0,1,2,2.83,0,0,2.34,10,17500,2,1
1,0,1,0,3.57,0,0,3.31,8,17500,1,1
1,0,0,0,3.44,0,0,3.4,8,4500,0,1
0,0,1,0,2.81,1,0,2.76,8,67499,3,1
1,0,0,0,3.19,0,0,2.6,8,62499,3,1
0,0,1,0,2.94,0,0,1.97,8,20000,0,0
0,0,1,0,3.17,0,0,3.33,10,20000,1,1
1,0,1,0,3.16,0,0,2.56,10,13500,0,1
0,1,0,2,2.07,1,0,2.73,10,30000,1,1
1,1,0,0,2.88,0,0,3.32,8,33000,1,1
1,1,1,2,3.58,1,0,2.92,9,2500,1,1
1,1,1,2,3.03,0,0,2.62,9,7500,1,1
1,1,0,2,2.85,0,0,2.3,10,55000,1,1
1,1,0,2,2.98,0,0,2.95,8,27500,1,1
1,1,0,0,2.8,0,0,2.39,9,42500,1,1
0,1,1,2,2.38,0,0,1.84,6,20000,1,0
1,1,1,0,2.82,0,0,2.79,9,30000,1,1
1,1,1,0,3.16,0,0,3.59,8,25000,0,1
1,1,1,0,3.41,0,0,3.14,8,25790,1,1
1,1,1,2,3.15,0,0,2.79,8,52499,3,1
1,1,0,0,3.66,1,0,3,9,9000,1,1
1,0,1,0,3.15,0,0,2.64,3,17500,1,1
0,0,0,0,3.67,0,0,3.84,3,20000,1,1
0,0,0,0,3.25,1,0,2.72,3,15000,1,1
0,0,1,0,3.48,0,0,2.51,3,6500,1,1
1,0,0,0,3.14,0,0,2.33,5,9000,1,1
1,1,1,0,3.14,0,0,2.79,3,3750,1,1
0,1,0,0,2.99,0,0,2.18,3,10500,1,1
0,1,1,0,2.97,0,0,2.44,4,15000,1,1
1,1,0,0,2.89,0,0,2.48,4,20000,1,1
1,1,0,0,2.96,1,0,2.77,3,5800,1,1
1,1,0,0,2.86,0,0,2.22,6,10000,1,1
1,1,1,0,2.95,0,0,2.62,4,3500,2,1
0,1,1,0,2.98,1,0,2.75,3,2000,3,1
1,1,0,0,2.81,0,0,2.64,3,4000,0,1
1,1,0,0,3.29,1,0,2.75,3,6220,1,1
1,1,1,0,3.06,0,0,3.17,3,8500,1,1
1,1,0,1,2.87,0,0,2.15,6,10000,1,1
1,1,0,0,3.07,1,0,2.37,3,6250,1,1
1,1,1,0,3.18,0,0,2.97,3,15350,1,1
0,1,0,0,2.83,0,0,2.36,3,5000,1,1
0,1,0,0,2.87,0,0,2.1,4,7500,3,1
0,1,0,1,3.25,0,0,2.5,4,6000,1,1
0,1,1,0,2.82,0,0,1.67,2,4750,1,0
1,1,1,0,2.33,0,0,2.6,6,11000,2,1
1,1,1,0,2.55,0,0,2.84,6,21500,1,1
1,1,1,0,3.25,0,0,2.77,5,7500,1,1
1,1,0,0,2.6,0,0,2.64,5,3000,3,1
1,1,0,0,2.38,0,0,2.73,6,20000,1,1
0,1,0,0,2.62,0,0,3.04,6,32220,1,1
1,1,1,0,2.98,0,0,3.14,6,6500,1,1
0,1,0,0,2.87,0,0,2.17,7,5500,1,1
0,1,1,0,2.7,0,0,2.46,7,11500,1,1
1,1,0,0,3.15,0,0,3.03,5,5000,3,1
1,1,0,0,2.67,1,0,2.8,6,15500,2,1
0,0,0,2,3.28,0,1,3.7,8,6500,1,1
1,0,1,0,3.43,0,0,3.36,8,6000,3,1
0,0,1,2,3.27,0,0,2.58,8,12000,1,1
1,1,1,2,3.71,0,0,3.43,9,55000,1,1
0,1,1,0,3.1,0,0,2.08,12,17500,1,1
1,1,1,0,2.43,0,0,2.18,11,5250,0,1
1,1,1,2,2.6,1,0,2.3,10,2500,3,1
1,1,1,2,2.67,1,0,1.31,1,1750,1,0
1,1,1,2,3.02,0,0,3.02,9,3000,1,1
0,1,0,0,2.39,1,0,0.89,1,55000,1,0
1,1,1,0,3.25,1,0,2.11,10,7000,1,1
1,1,1,2,2.85,0,0,2.37,9,15000,1,1
1,1,1,0,1.91,0,1,2.47,9,0,3,1
1,1,1,2,3.21,0,0,2.51,9,14500,2,1
1,1,0,2,3.14,0,0,2.2,10,7500,0,1
1,1,1,2,2.19,0,0,2.45,9,10000,1,1
1,1,1,0,3.33,0,0,3.66,8,32500,1,1
1,1,1,2,3.08,0,0,2.85,10,27000,1,1
1,1,1,2,3.51,0,0,2.96,8,11500,2,1
1,0,1,0,3.24,0,0,3.57,10,20000,1,1
1,0,0,2,3.21,0,0,2.86,9,80000,1,1
0,0,1,0,3.63,1,0,2.53,10,9000,1,1
1,0,0,0,3.2,0,0,3.04,9,4000,1,1
0,0,1,0,3.25,1,0,2.38,9,19170,1,1
0,0,1,0,3.8,0,0,3.53,10,12000,1,1
0,0,1,2,2.51,1,0,2.65,10,37500,1,1
1,0,0,0,3.38,0,0,3.22,10,7500,1,1
1,0,1,0,3.44,0,0,2.9,9,24000,3,1
1,0,1,0,3.77,0,0,3.67,8,10000,1,1
1,0,0,0,2.86,0,0,3.1,10,10750,0,1
0,0,0,2,3.28,0,0,3.66,9,33915,1,1
0,0,1,0,2.76,0,0,2.76,10,20000,0,1
0,0,1,0,3.09,0,0,2.91,8,10000,1,1
0,0,1,0,2.79,0,0,1.56,2,70000,1,0
1,0,1,0,3.15,0,0,2.51,8,18375,0,1
1,0,0,2,3.01,0,0,2.69,8,12500,1,1
1,1,1,0,2.32,0,0,2.82,3,10000,1,1
1,1,1,0,2.85,0,0,2.66,3,2000,3,1
1,1,1,0,2.86,0,0,2.51,3,0,2,1
1,1,0,0,2.92,1,0,2.99,3,7500,1,1
0,1,1,0,2.23,0,0,2.33,3,30000,1,1
0,1,1,0,2.62,0,0,3.05,3,7500,1,1
0,1,0,0,2.43,0,0,2.21,3,20000,1,1
0,1,0,0,2.45,0,0,2.15,5,26950,1,1
1,1,1,0,2.64,0,0,2.79,3,15000,1,1
0,1,1,0,2.4,0,0,2.15,3,15000,1,1
1,1,1,0,2.52,1,0,2.37,5,10500,1,1
1,1,0,0,2.85,0,0,2.8,3,35000,1,1
0,1,0,1,3.15,0,0,2.12,3,3000,1,1
1,1,1,0,2.87,1,0,2.89,3,7925,1,1
1,1,1,0,2.7,0,0,2.82,6,5750,1,1
1,1,0,0,2.28,0,0,2.51,7,8000,2,1
0,1,1,0,1.77,0,0,1.83,6,16000,0,0
1,1,0,0,2.75,0,0,2.79,6,15000,3,1
1,1,1,0,2.96,0,0,2.6,6,8000,1,1
1,1,1,0,2.91,0,0,2.49,6,2500,3,1
0,1,1,0,2.83,0,0,2.47,7,40000,1,1
1,1,0,0,2.78,0,0,2.43,6,8000,1,1
0,1,1,0,3.15,0,0,1.96,1,30000,1,0
0,1,1,0,2.73,1,0,2.55,6,6500,1,1
1,1,0,0,2.92,0,0,2.9,5,4000,1,1
1,1,0,0,3.15,0,0,2.35,5,15000,1,1
1,1,0,0,2.88,0,0,2.99,6,6000,1,1
1,1,1,0,2.84,1,0,2.49,6,24600,1,1
1,1,1,0,2.88,1,0,1.87,1,1800,1,0
1,1,1,0,3.11,0,0,3.19,5,3500,1,1
0,1,0,2,2.79,1,0,1.52,5,12500,1,0
1,1,1,2,3.22,0,0,3.26,9,14000,1,1
1,0,1,2,3.18,0,0,2.33,9,32500,1,1
1,0,0,2,3.34,0,0,3.65,8,0,2,1
1,0,0,2,3.58,0,0,3.75,9,17500,1,1
1,0,1,0,2.86,0,0,3.48,9,17500,0,1
1,0,1,2,3.79,0,0,3.72,10,300000,1,1
1,0,0,2,3.37,0,0,3.19,8,15000,1,1
1,0,1,0,3.08,0,0,3.48,9,24500,1,1
1,0,1,2,3.39,0,0,2.15,12,32500,2,1
1,0,0,0,3.14,0,1,2.48,10,18500,0,1
0,0,1,0,2.28,0,0,2.47,10,25000,1,1
1,0,1,0,3.51,0,1,3.08,8,4500,0,1
1,0,0,2,3.59,1,0,2.93,8,15000,2,1
0,0,0,2,2.09,0,0,0.37,2,45000,1,0
1,0,1,0,3.06,0,0,2.8,8,29000,1,1
1,0,0,0,3.04,0,0,2.45,8,20000,1,1
0,0,1,0,2.87,0,0,2.19,9,43500,1,1
1,0,0,2,3.01,0,0,3.1,8,10500,1,1
0,0,1,0,3.4,1,0,2.31,9,8000,0,1
0,0,1,0,2.83,0,0,3.01,9,10000,1,1
0,0,0,0,2.85,0,0,2.6,9,55000,1,1
0,0,1,0,2.96,0,0,2.31,10,40000,1,1
1,1,1,0,3,0,0,2.46,10,8750,1,1
0,1,1,0,2.82,0,0,2.14,10,18000,1,1
1,1,0,0,2.67,0,0,2.74,8,60000,1,1
0,1,1,0,2.52,0,0,2.14,9,30000,1,1
0,1,1,2,2.96,0,0,2.76,9,17000,1,1
0,1,1,2,2.91,0,0,2.36,9,40000,1,1
0,1,1,2,3.23,0,0,2.35,9,26500,1,1
1,1,0,0,2.99,0,0,2.75,2,9000,1,0
1,1,0,2,3.19,0,0,2.99,8,25000,1,1
0,1,0,0,3.29,0,0,3.04,9,20000,1,1
1,1,1,0,2.38,0,0,2.31,11,20000,1,1
0,1,1,0,2.59,0,0,2.83,7,55999,3,1
1,1,1,2,2.35,0,0,2.25,8,15000,1,1
1,0,0,0,2.87,0,0,2.22,5,20000,1,1
1,0,1,0,3.51,0,0,3.01,5,25000,1,1
0,0,0,0,1.83,0,0,0.91,1,50000,1,0
0,0,0,0,2.91,0,0,3.39,5,12000,1,1
1,0,0,0,2.31,0,0,2.35,7,12500,1,1
1,0,1,0,2.84,0,0,2.76,6,57499,3,1
1,0,1,2,3.44,0,0,3.59,6,30000,1,1
1,0,0,2,2.73,1,0,2.29,5,35000,1,1
1,0,1,2,3.44,1,1,2.94,5,54899,3,1
0,0,0,0,3.25,0,0,2.17,6,20000,1,1
0,0,1,0,2.86,0,0,2.58,5,10750,1,1
0,0,1,2,2.34,0,0,2.1,5,45000,1,1
1,0,1,0,3.23,0,0,2.9,5,32000,1,1
1,0,0,2,3.07,1,0,2.57,6,15000,1,1
0,0,1,0,2.83,0,0,3.45,5,40225,1,1
1,0,1,2,3.23,1,0,2.7,5,22500,1,1
1,1,1,0,3.04,0,0,3.01,5,4000,1,1
1,1,0,0,3.27,0,0,2.2,6,5000,0,1
0,1,0,2,2.44,0,0,1.67,3,25000,1,0
1,1,1,0,3.51,0,0,3.61,5,10000,1,1
0,1,0,0,2.62,0,0,2.4,5,33500,1,1
1,1,0,0,2.7,0,1,2.68,5,9000,1,1
1,1,0,0,2.75,0,0,2.7,5,12000,1,1
1,0,1,2,3.76,0,0,3.32,2,84999,3,0
0,0,1,0,2.61,0,0,3.03,3,20000,1,1
0,0,1,0,2.21,0,0,1.96,3,37500,1,1
0,0,1,0,3.25,0,0,3.27,3,5000,1,1
0,0,0,0,2.01,0,0,1.85,4,20000,1,1
1,0,1,2,3.19,0,0,3.14,3,22250,1,1
1,0,1,2,3.5,0,0,3.29,3,20000,1,1
0,0,0,0,3.9,0,0,3.22,3,53999,3,1
0,0,0,0,3.3,0,0,3.88,3,9000,1,1
1,1,1,0,2.34,0,0,0.62,2,20000,0,0
0,1,1,0,2.16,0,0,2.32,4,20000,1,1
1,1,1,0,2.66,0,1,2.83,3,54499,0,1
1,1,1,0,2.64,0,0,2.92,3,20000,1,1
1,0,1,0,3.71,1,0,2.77,6,6000,1,1
1,0,0,0,3.49,0,0,3.08,9,7210,1,1
1,0,1,0,3.42,0,0,2.98,9,15000,1,1
1,0,1,0,3.13,0,0,2.87,8,40000,1,1
1,0,1,0,3.4,0,0,2.53,8,6500,1,1
1,0,0,0,3.62,0,0,3.01,8,7500,1,1
1,0,0,0,3.81,0,0,3.71,9,2500,2,1
1,0,0,0,3.62,0,0,2.85,9,20000,1,1
1,0,1,0,3.59,0,0,3.83,8,4500,1,1
1,0,1,0,3.51,0,0,2.72,9,10000,1,1
1,0,1,0,3.58,0,0,2.79,8,15000,1,1
1,0,1,0,3.33,0,0,2.93,9,10595,1,1
0,0,0,0,3.15,0,0,3.39,8,6000,1,1
1,0,1,0,3.42,0,0,3.07,7,3750,3,1
1,0,1,0,3.31,1,0,2.6,8,37500,1,1
1,0,1,0,3.56,0,0,3.05,8,7250,1,1
1,0,1,0,3.49,0,0,3.42,8,2850,0,1
1,0,1,0,3.51,0,0,2.72,7,4000,1,1
0,0,1,0,3.11,0,0,3.59,7,50155,1,1
1,0,1,0,3.3,0,0,2.66,9,42250,2,1
0,0,1,0,3.9,0,0,3.7,8,19110,1,1
0,1,0,0,2.71,0,0,2.94,8,20000,1,1
1,1,0,0,3.07,0,0,3.14,9,30000,1,1
0,1,1,0,1.71,0,0,0.81,0,29070,1,0
1,1,1,0,2.55,0,0,2.65,10,22500,0,1
1,1,1,0,2.87,1,0,2.94,9,10000,1,1
1,1,0,0,2.44,0,0,2.54,9,77500,1,1
1,1,1,0,2.4,0,0,2.58,9,15000,1,1
1,1,1,0,2.84,1,0,0.95,0,0,1,0
0,0,1,0,2.65,0,0,3.53,3,30000,1,1
1,0,1,0,3.2,0,0,2.94,3,4000,1,1
1,0,1,0,3.27,0,0,3.21,3,3500,1,1
0,0,0,0,3.56,0,0,3.56,3,5000,3,1
1,0,1,0,3.45,0,0,3.11,3,20710,1,1
0,0,1,0,3.34,0,0,3.49,3,6000,1,1
0,0,1,0,3.25,0,0,3.27,3,13500,1,1
0,0,1,0,3.21,0,0,2.74,3,54500,1,1
1,0,0,0,3.5,1,0,3.12,3,4000,1,1
0,0,0,0,3.09,1,0,2.92,3,11000,1,1
1,0,1,0,3.46,0,0,2.71,3,15050,1,1
1,0,1,0,3.54,0,0,2.37,7,4500,1,1
1,0,0,0,3.75,0,0,3.77,3,32500,1,1
1,0,1,0,3.5,1,0,3.82,3,18000,1,1
1,0,0,0,3.08,0,0,2.98,3,5000,3,1
1,0,1,0,3.36,0,0,3.43,3,18000,1,1
0,0,1,0,3.31,1,0,1.69,2,2500,1,0
1,0,0,0,3.3,0,0,3.42,3,27500,1,1
0,1,1,0,2.92,1,0,2.57,5,21430,0,1
1,1,0,0,3.6,0,0,3.27,3,2750,1,1
0,0,1,0,3.11,0,0,3.8,6,15000,1,1
1,0,1,0,3.54,0,0,3.03,6,6500,1,1
1,0,0,0,3.04,0,0,3.23,5,20000,1,1
1,0,1,0,3.3,0,0,2.82,6,16110,1,1
0,0,1,0,3.67,1,0,3,5,3500,1,1
1,0,0,0,3.72,1,0,2.82,6,15000,1,1
0,0,1,0,3.16,0,0,3,5,20000,1,1
0,0,1,0,3.47,0,0,3.58,5,15000,1,1
1,0,1,0,3.3,0,0,2.61,5,42000,1,1
0,0,0,0,3.56,0,0,3.71,6,6000,1,1
1,0,1,0,3.19,0,0,3.37,5,15000,1,1
1,0,1,0,3.57,0,0,2.77,5,3000,1,1
1,0,1,0,3.3,0,0,2.83,6,23000,1,1
1,0,1,0,3.26,0,0,3.66,5,15000,3,1
1,0,1,0,3.5,0,0,3.17,6,32500,1,1
1,0,0,2,3.67,1,1,2.72,10,7500,1,1
0,0,1,2,2.45,1,0,2.11,11,70665,1,1
0,0,1,0,2.54,0,0,1.55,2,33500,1,0
1,0,0,2,3.33,0,0,3.03,9,27500,1,1
1,0,1,2,3.13,0,0,3.05,8,40000,1,1
0,0,0,0,3.06,0,0,2.75,10,30000,1,1
1,0,0,0,2.88,0,0,2.84,9,16750,1,1
1,0,1,0,2.44,0,0,2.68,10,27500,1,1
1,0,1,0,3.4,0,0,3.18,9,30000,1,1
1,0,0,2,3.64,0,1,2.83,8,22675,1,1
1,0,1,0,3.15,0,0,2.12,10,27500,1,1
1,0,1,0,3.43,0,0,3.23,8,5000,1,1
1,0,1,2,2.68,0,0,2.76,10,30000,1,1
1,0,1,2,3.15,0,0,2.73,10,6500,2,1
0,0,0,2,2.75,0,0,3.13,8,15000,1,1
1,0,0,0,3.12,0,0,2.8,9,15000,1,1
1,0,1,2,3.46,0,0,2.25,11,25000,1,1
0,0,1,2,3.67,1,0,2.58,10,34000,1,1
0,0,0,2,3.27,0,0,2.95,10,15000,1,1
1,1,1,0,2.71,0,0,2.54,10,5500,2,1
1,1,0,0,3.24,1,0,2.43,8,5000,1,1
1,1,0,0,2.49,0,0,2.19,11,5500,1,1
1,1,1,2,2.42,1,0,2.33,10,20000,1,1
0,1,0,0,2.91,0,0,1.91,3,25624,1,0
1,1,0,0,3.54,0,0,2.8,9,7500,1,1
1,1,0,0,3.39,0,0,2.87,10,40000,1,1
1,1,0,0,3.36,1,0,2.37,10,65000,1,1
0,1,0,2,2.57,0,0,2.11,10,17500,1,1
1,1,0,0,2.61,0,0,2.69,10,5000,1,1
1,1,0,0,3.36,1,0,2.53,10,22000,1,1
1,1,0,0,2.77,0,0,2.7,10,30500,1,1
1,1,0,0,2.71,0,0,2.45,10,32500,1,1
1,1,1,0,2.98,0,0,2.99,8,30000,1,1
0,0,0,2,3.06,0,1,2.54,5,15000,2,1
0,0,1,2,2.87,0,0,2.18,5,32500,1,1
0,0,1,0,2.9,0,0,3.38,5,30000,1,1
0,0,0,2,2.83,0,0,2.65,6,15000,1,1
0,0,1,0,3.08,0,0,2.89,5,7500,1,1
1,0,1,0,3.05,1,0,2.62,5,6000,1,1
1,0,0,0,3.11,0,0,2.51,7,32500,1,1
1,0,0,0,3.1,1,0,2.92,5,4500,2,1
1,0,1,0,3.8,0,0,2.63,6,21500,0,1
0,0,1,2,2.73,0,0,2.22,5,30000,1,1
0,0,1,2,3.32,0,0,2.54,5,59500,1,1
1,1,1,2,2.37,0,0,1.9,5,11000,1,1
1,0,1,2,2.92,0,1,3.22,3,8000,1,1
0,0,0,0,3.18,0,0,2.68,3,32500,1,1
0,0,0,2,2.91,0,0,2.46,4,67499,3,1
1,0,1,0,3.26,0,0,2.85,3,44000,1,1
1,0,1,2,3.31,0,0,3,3,60000,1,1
1,0,0,0,3.15,0,0,3.42,3,50000,1,1
1,0,1,0,2.54,0,0,2.65,4,54999,3,1
0,0,0,2,2.34,0,0,2.96,3,12000,0,1
